Index_aleatoire;sexe;type_vehicule;age_vehicule;usage_vehicule;type_conduite;est_rouge;points_perdus;formule;Age;Nombre_enfants;Enfant_conduite_accompagne;Revenus;Tarif_devis
120781;M;Sports Car;8;Private;Highly Urban/ Urban;yes;9;dev_express;17;Non;Non;[0 – 70k€] ;[0 – 300€] 
635458;M;Pickup;7;Commercial;Highly Urban/ Urban;yes;4;dev_integral;74;Non;Non;[0 – 70k€] ;[300€ – 600€] 
668949;M;Minivan;1;Commercial;Highly Urban/ Urban;yes;0;dev_premium;65;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
318955;F;z_SUV;14;Commercial;z_Highly Rural/ Rural;no;2;dev_premium;79;Non;Non;[0 – 70k€] ;[300€ – 600€] 
952968;M;Sports Car;7;Private;Highly Urban/ Urban;no;3;dev_express;85;Oui;Non;[0 – 70k€] ;[0 – 300€] 
932682;M;Minivan;1;Commercial;Highly Urban/ Urban;yes;0;dev_express;53;Non;Non;[0 – 70k€] ;[0 – 300€] 
957448;M;Minivan;0;Commercial;Highly Urban/ Urban;yes;6;dev_integral;84;Non;Non;[0 – 70k€] ;[300€ – 600€] 
637619;M;Minivan;12;Private;z_Highly Rural/ Rural;no;0;dev_express;60;Non;Non;[0 – 70k€] ;[0 – 300€] 
639276;M;Panel Truck;8;Commercial;Highly Urban/ Urban;yes;1;dev_premium;64;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
134909;F;z_SUV;5;Private;z_Highly Rural/ Rural;no;0;dev_integral;54;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
563736;F;Minivan;8;Private;z_Highly Rural/ Rural;no;1;dev_integral;21;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
841659;F;Panel Truck;16;Commercial;Highly Urban/ Urban;yes;1;dev_express;51;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
866216;F;z_SUV;0;Private;Highly Urban/ Urban;yes;1;dev_integral;65;Non;Non;[0 – 70k€] ;[0 – 300€] 
734709;F;Van;5;Commercial;Highly Urban/ Urban;no;1;dev_express;52;Non;Non;[0 – 70k€] ;[0 – 300€] 
118755;M;Van;0;Commercial;Highly Urban/ Urban;no;5;dev_integral;59;Oui;Non;[0 – 70k€] ;[0 – 300€] 
747445;M;z_SUV;13;Private;Highly Urban/ Urban;no;0;dev_premium;66;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
3373;F;Pickup;6;Private;Highly Urban/ Urban;yes;2;dev_express;55;Oui;Non;[0 – 70k€] ;[0 – 300€] 
115477;F;z_SUV;19;Private;Highly Urban/ Urban;no;8;dev_premium;8;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
288642;M;Sports Car;1;Private;Highly Urban/ Urban;no;0;dev_premium;65;Non;Non;[0 – 70k€] ;[300€ – 600€] 
9886;M;Minivan;1;Private;z_Highly Rural/ Rural;no;1;dev_integral;72;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
605248;M;Sports Car;16;Private;Highly Urban/ Urban;no;0;dev_integral;74;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
286468;M;Pickup;18;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;70;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
374723;F;z_SUV;3;Private;Highly Urban/ Urban;no;4;dev_premium;31;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
554876;F;z_SUV;5;Commercial;Highly Urban/ Urban;no;5;dev_integral;5;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
526300;F;Minivan;1;Commercial;Highly Urban/ Urban;no;0;dev_integral;84;Non;Non;[0 – 70k€] ;[300€ – 600€] 
202401;M;Minivan;10;Private;Highly Urban/ Urban;no;4;dev_express;57;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
938831;F;z_SUV;9;Private;Highly Urban/ Urban;no;3;dev_integral;67;Non;Non;[0 – 70k€] ;[300€ – 600€] 
133392;M;z_SUV;3;Private;z_Highly Rural/ Rural;no;0;dev_premium;28;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
281690;F;Minivan;1;Private;Highly Urban/ Urban;yes;0;dev_premium;71;Non;Non;[0 – 70k€] ;[300€ – 600€] 
243874;F;Pickup;1;Private;Highly Urban/ Urban;yes;5;dev_express;84;Non;Non;[0 – 70k€] ;[0 – 300€] 
641014;F;z_SUV;0;Private;Highly Urban/ Urban;no;3;dev_express;28;Non;Non;[0 – 70k€] ;[0 – 300€] 
241765;M;Minivan;7;Private;Highly Urban/ Urban;yes;0;dev_express;5;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
188593;F;Minivan;0;Private;Highly Urban/ Urban;yes;3;dev_express;33;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
485302;F;z_SUV;10;Commercial;Highly Urban/ Urban;no;2;dev_express;44;Non;Non;[0 – 70k€] ;[0 – 300€] 
487667;F;z_SUV;7;Private;z_Highly Rural/ Rural;no;2;dev_integral;69;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
204008;M;Pickup;16;Private;Highly Urban/ Urban;no;0;dev_integral;69;Non;Non;[0 – 70k€] ;[0 – 300€] 
636862;F;Panel Truck;15;Commercial;Highly Urban/ Urban;no;0;dev_premium;39;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
140767;F;z_SUV;15;Private;Highly Urban/ Urban;no;0;dev_integral;68;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
371483;M;z_SUV;1;Private;Highly Urban/ Urban;no;5;dev_integral;74;Oui;Non;[0 – 70k€] ;[0 – 300€] 
328902;F;Minivan;10;Private;Highly Urban/ Urban;yes;3;dev_integral;71;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
359331;F;Minivan;15;Private;Highly Urban/ Urban;no;0;dev_express;44;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
16946;M;z_SUV;7;Commercial;Highly Urban/ Urban;no;0;dev_express;65;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
331556;F;Pickup;11;Commercial;Highly Urban/ Urban;yes;0;dev_express;85;Non;Non;[0 – 70k€] ;[0 – 300€] 
455236;F;Sports Car;12;Private;Highly Urban/ Urban;no;6;dev_express;80;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
360930;M;z_SUV;5;Private;Highly Urban/ Urban;no;3;dev_integral;12;Oui;Non;[0 – 70k€] ;[0 – 300€] 
489969;F;Van;12;Private;Highly Urban/ Urban;yes;3;dev_integral;88;Non;Non;[0 – 70k€] ;[0 – 300€] 
900554;M;Pickup;7;Commercial;Highly Urban/ Urban;no;0;dev_premium;34;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
960793;M;Van;1;Commercial;z_Highly Rural/ Rural;yes;0;dev_integral;10;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
142765;M;Pickup;10;Private;Highly Urban/ Urban;yes;0;dev_integral;38;Non;Non;[0 – 70k€] ;[300€ – 600€] 
177686;F;Minivan;15;Private;Highly Urban/ Urban;no;2;dev_integral;32;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
628734;M;z_SUV;20;Private;Highly Urban/ Urban;no;1;dev_integral;18;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
494947;F;z_SUV;12;Commercial;z_Highly Rural/ Rural;no;5;dev_express;38;Non;Non;[0 – 70k€] ;[0 – 300€] 
786068;M;Minivan;6;Commercial;Highly Urban/ Urban;no;3;dev_premium;56;Non;Non;[0 – 70k€] ;[300€ – 600€] 
569568;F;Van;18;Private;Highly Urban/ Urban;yes;0;dev_express;59;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
213104;M;Minivan;8;Private;Highly Urban/ Urban;no;0;dev_integral;9;Non;Non;[0 – 70k€] ;[300€ – 600€] 
635731;M;Van;0;Commercial;z_Highly Rural/ Rural;yes;2;dev_premium;62;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
338523;M;Minivan;16;Private;Highly Urban/ Urban;no;0;dev_integral;60;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
112119;F;Minivan;5;Private;Highly Urban/ Urban;no;0;dev_express;23;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
207556;F;Minivan;1;Private;z_Highly Rural/ Rural;yes;0;dev_premium;88;Non;Non;[0 – 70k€] ;[300€ – 600€] 
122968;F;Panel Truck;10;Commercial;Highly Urban/ Urban;no;4;dev_express;71;Non;Non;[0 – 70k€] ;[0 – 300€] 
643020;F;Panel Truck;8;Commercial;Highly Urban/ Urban;no;5;dev_integral;11;Non;Non;[0 – 70k€] ;[300€ – 600€] 
486383;F;Van;9;Commercial;Highly Urban/ Urban;yes;1;dev_express;81;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
774042;M;Pickup;17;Commercial;Highly Urban/ Urban;no;0;dev_integral;10;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
268055;M;Van;10;Commercial;Highly Urban/ Urban;no;7;dev_express;15;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
606655;M;z_SUV;0;Private;Highly Urban/ Urban;no;4;dev_integral;78;Non;Non;[0 – 70k€] ;[300€ – 600€] 
877365;M;z_SUV;7;Private;Highly Urban/ Urban;no;1;dev_integral;58;Non;Non;[0 – 70k€] ;[300€ – 600€] 
834667;M;z_SUV;1;Private;z_Highly Rural/ Rural;no;1;dev_premium;52;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
753138;M;Panel Truck;11;Commercial;Highly Urban/ Urban;no;4;dev_express;16;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
309261;F;z_SUV;12;Private;Highly Urban/ Urban;no;0;dev_integral;72;Non;Non;[0 – 70k€] ;[300€ – 600€] 
597266;F;Minivan;13;Private;Highly Urban/ Urban;no;4;dev_premium;60;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
82601;F;Sports Car;12;Commercial;Highly Urban/ Urban;no;4;dev_integral;37;Non;Non;[0 – 70k€] ;[300€ – 600€] 
76113;M;Pickup;13;Commercial;Highly Urban/ Urban;no;3;dev_express;70;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
740394;F;Van;8;Commercial;Highly Urban/ Urban;no;3;dev_integral;44;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
623367;M;Van;1;Private;Highly Urban/ Urban;no;0;dev_express;24;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
620631;M;z_SUV;1;Private;Highly Urban/ Urban;no;2;dev_express;51;Oui;Non;[0 – 70k€] ;[0 – 300€] 
271947;F;Panel Truck;10;Commercial;Highly Urban/ Urban;no;5;dev_express;87;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
864132;M;Pickup;8;Commercial;Highly Urban/ Urban;no;4;dev_integral;36;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
821152;M;Pickup;1;Commercial;Highly Urban/ Urban;yes;5;dev_express;60;Non;Non;[0 – 70k€] ;[0 – 300€] 
911165;M;Panel Truck;20;Commercial;Highly Urban/ Urban;no;3;dev_integral;25;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
557679;M;z_SUV;2;Private;Highly Urban/ Urban;no;3;dev_integral;74;Non;Non;[0 – 70k€] ;[0 – 300€] 
112391;M;Minivan;12;Private;Highly Urban/ Urban;yes;0;dev_integral;59;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
675642;M;Sports Car;11;Private;Highly Urban/ Urban;no;5;dev_premium;7;Non;Non;[0 – 70k€] ;[300€ – 600€] 
240740;F;Sports Car;12;Private;z_Highly Rural/ Rural;no;0;dev_integral;7;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
298081;F;Minivan;11;Private;Highly Urban/ Urban;yes;4;dev_integral;47;Non;Non;[0 – 70k€] ;[300€ – 600€] 
914575;F;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_integral;87;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
224121;F;Pickup;1;Private;Highly Urban/ Urban;yes;2;dev_integral;19;Non;Non;[0 – 70k€] ;[300€ – 600€] 
281470;F;Pickup;10;Commercial;z_Highly Rural/ Rural;yes;0;dev_integral;42;Non;Non;[0 – 70k€] ;[300€ – 600€] 
749680;M;Minivan;7;Private;Highly Urban/ Urban;no;2;dev_integral;73;Non;Non;[0 – 70k€] ;[300€ – 600€] 
549052;F;Panel Truck;17;Commercial;Highly Urban/ Urban;yes;0;dev_express;77;Non;Non;[> 210k€] ;[0 – 300€] 
733571;M;Pickup;14;Private;Highly Urban/ Urban;no;1;dev_premium;61;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
322629;M;Pickup;9;Private;Highly Urban/ Urban;no;4;dev_express;59;Non;Non;[0 – 70k€] ;[0 – 300€] 
154480;M;Pickup;8;Private;Highly Urban/ Urban;no;0;dev_integral;19;Non;Non;[0 – 70k€] ;[300€ – 600€] 
333796;M;Minivan;0;Private;Highly Urban/ Urban;no;3;dev_integral;4;Non;Non;[0 – 70k€] ;[300€ – 600€] 
325829;M;Van;4;Commercial;Highly Urban/ Urban;yes;0;dev_integral;8;Non;Non;[0 – 70k€] ;[300€ – 600€] 
177438;F;z_SUV;1;Private;Highly Urban/ Urban;no;1;dev_express;24;Oui;Non;[0 – 70k€] ;[0 – 300€] 
587342;F;z_SUV;11;Private;Highly Urban/ Urban;no;0;dev_integral;47;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
657183;F;z_SUV;0;Private;Highly Urban/ Urban;no;6;dev_premium;15;Non;Non;[0 – 70k€] ;[300€ – 600€] 
897030;F;Minivan;11;Private;Highly Urban/ Urban;yes;1;dev_express;91;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
396309;F;Pickup;10;Private;Highly Urban/ Urban;yes;2;dev_integral;69;Non;Non;[0 – 70k€] ;[0 – 300€] 
284266;F;Panel Truck;21;Commercial;Highly Urban/ Urban;no;1;dev_express;21;Oui;Non;[0 – 70k€] ;[0 – 300€] 
116374;M;Sports Car;1;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;46;Non;Non;[0 – 70k€] ;[0 – 300€] 
411704;F;Pickup;10;Private;z_Highly Rural/ Rural;no;0;dev_integral;4;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
768382;F;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_express;52;Oui;Non;[0 – 70k€] ;[0 – 300€] 
828167;F;Minivan;1;Private;Highly Urban/ Urban;yes;3;dev_integral;71;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
676574;F;Pickup;10;Private;z_Highly Rural/ Rural;no;0;dev_express;82;Non;Non;[0 – 70k€] ;[0 – 300€] 
701940;F;Sports Car;12;Private;Highly Urban/ Urban;no;0;dev_express;71;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
480836;M;Pickup;20;Commercial;Highly Urban/ Urban;yes;4;dev_express;11;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
823910;F;z_SUV;3;Private;Highly Urban/ Urban;no;0;dev_express;74;Non;Non;[0 – 70k€] ;[0 – 300€] 
218337;F;Minivan;11;Private;Highly Urban/ Urban;no;0;dev_premium;20;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
420614;F;Panel Truck;19;Commercial;Highly Urban/ Urban;yes;5;dev_express;54;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
262004;F;Minivan;11;Commercial;z_Highly Rural/ Rural;no;0;dev_express;49;Non;Non;[0 – 70k€] ;[0 – 300€] 
563011;M;Sports Car;7;Commercial;Highly Urban/ Urban;yes;0;dev_express;37;Non;Non;[0 – 70k€] ;[0 – 300€] 
377690;M;Minivan;8;Private;z_Highly Rural/ Rural;no;0;dev_premium;40;Non;Non;[0 – 70k€] ;[300€ – 600€] 
685656;M;Sports Car;1;Private;Highly Urban/ Urban;no;2;dev_integral;68;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
351117;F;Pickup;12;Private;Highly Urban/ Urban;no;2;dev_integral;63;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
403992;M;Minivan;1;Private;Highly Urban/ Urban;no;0;dev_integral;22;Non;Non;[0 – 70k€] ;[300€ – 600€] 
336188;M;Minivan;11;Private;Highly Urban/ Urban;yes;0;dev_premium;84;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
460768;F;Panel Truck;7;Commercial;Highly Urban/ Urban;no;0;dev_integral;13;Non;Non;[0 – 70k€] ;[0 – 300€] 
201311;F;z_SUV;5;Private;z_Highly Rural/ Rural;no;0;dev_express;51;Oui;Non;[0 – 70k€] ;[0 – 300€] 
704912;M;Pickup;9;Private;z_Highly Rural/ Rural;yes;0;dev_integral;86;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
648599;F;Van;14;Private;Highly Urban/ Urban;yes;0;dev_integral;63;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
925459;F;z_SUV;4;Private;z_Highly Rural/ Rural;no;0;dev_integral;94;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
713640;F;Sports Car;6;Private;Highly Urban/ Urban;no;0;dev_integral;75;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
431440;F;Pickup;1;Commercial;z_Highly Rural/ Rural;no;7;dev_express;46;Oui;Non;[0 – 70k€] ;[0 – 300€] 
591503;F;z_SUV;1;Private;Highly Urban/ Urban;no;6;dev_express;57;Oui;Non;[0 – 70k€] ;[0 – 300€] 
336464;M;Minivan;1;Commercial;Highly Urban/ Urban;no;3;dev_express;7;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
656504;F;Minivan;19;Private;Highly Urban/ Urban;yes;2;dev_integral;74;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
884291;F;z_SUV;12;Commercial;Highly Urban/ Urban;no;3;dev_integral;62;Non;Non;[0 – 70k€] ;[300€ – 600€] 
145128;F;Minivan;1;Private;Highly Urban/ Urban;no;1;dev_integral;55;Non;Non;[0 – 70k€] ;[300€ – 600€] 
821995;F;z_SUV;9;Private;z_Highly Rural/ Rural;no;1;dev_premium;62;Non;Non;[0 – 70k€] ;[300€ – 600€] 
510327;F;Pickup;9;Private;Highly Urban/ Urban;yes;2;dev_vip;51;Non;Non;[70k€ – 140k€] ;[600€ – 900€] 
459687;M;Minivan;1;Private;Highly Urban/ Urban;yes;0;dev_express;83;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
92253;M;Sports Car;4;Private;Highly Urban/ Urban;no;0;dev_express;36;Non;Non;[0 – 70k€] ;[0 – 300€] 
561952;M;Van;7;Commercial;z_Highly Rural/ Rural;yes;0;dev_integral;54;Oui;Non;[0 – 70k€] ;[0 – 300€] 
143979;F;Minivan;9;Commercial;Highly Urban/ Urban;no;5;dev_integral;67;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
322091;F;z_SUV;20;Private;Highly Urban/ Urban;no;0;dev_express;48;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
830201;M;Sports Car;15;Private;Highly Urban/ Urban;no;0;dev_integral;18;Non;Non;[0 – 70k€] ;[0 – 300€] 
136667;M;Pickup;7;Commercial;Highly Urban/ Urban;yes;0;dev_integral;52;Non;Non;[0 – 70k€] ;[300€ – 600€] 
342278;M;z_SUV;9;Commercial;Highly Urban/ Urban;no;0;dev_integral;41;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
474809;F;Sports Car;6;Private;Highly Urban/ Urban;no;3;dev_express;32;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
860972;M;Panel Truck;8;Commercial;Highly Urban/ Urban;no;4;dev_express;63;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
280046;M;Sports Car;1;Commercial;Highly Urban/ Urban;no;0;dev_integral;83;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
983274;M;z_SUV;1;Private;Highly Urban/ Urban;no;7;dev_integral;36;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
701897;M;Minivan;5;Commercial;Highly Urban/ Urban;no;3;dev_integral;76;Non;Non;[0 – 70k€] ;[0 – 300€] 
174474;M;Van;8;Commercial;Highly Urban/ Urban;yes;1;dev_integral;57;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
91436;M;z_SUV;0;Private;Highly Urban/ Urban;no;2;dev_premium;57;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
244709;F;Panel Truck;14;Commercial;Highly Urban/ Urban;no;10;dev_express;25;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
957415;F;Panel Truck;3;Commercial;Highly Urban/ Urban;no;3;dev_integral;22;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
805337;F;Minivan;10;Private;Highly Urban/ Urban;no;0;dev_express;83;Non;Non;[0 – 70k€] ;[0 – 300€] 
675670;M;Sports Car;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;37;Non;Non;[0 – 70k€] ;[300€ – 600€] 
190048;F;Minivan;10;Private;Highly Urban/ Urban;no;4;dev_vip;88;Oui;Oui;[70k€ – 140k€] ;[600€ – 900€] 
391961;M;Minivan;13;Private;Highly Urban/ Urban;yes;0;dev_integral;31;Non;Non;[0 – 70k€] ;[300€ – 600€] 
112502;M;z_SUV;1;Commercial;Highly Urban/ Urban;no;1;dev_integral;69;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
655990;F;Sports Car;20;Private;Highly Urban/ Urban;no;8;dev_integral;84;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
433315;M;Panel Truck;1;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;81;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
263042;F;Minivan;18;Private;Highly Urban/ Urban;no;2;dev_express;50;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
328775;F;z_SUV;25;Private;Highly Urban/ Urban;no;0;dev_integral;55;Non;Non;[0 – 70k€] ;[0 – 300€] 
390635;M;Panel Truck;19;Commercial;Highly Urban/ Urban;yes;0;dev_integral;32;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
683661;M;Pickup;17;Private;Highly Urban/ Urban;yes;0;dev_express;7;Oui;Non;[0 – 70k€] ;[0 – 300€] 
878066;F;Pickup;11;Commercial;z_Highly Rural/ Rural;yes;2;dev_integral;54;Non;Non;[0 – 70k€] ;[300€ – 600€] 
756449;F;Van;13;Private;Highly Urban/ Urban;no;3;dev_express;59;Non;Non;[0 – 70k€] ;[0 – 300€] 
990249;M;z_SUV;8;Commercial;z_Highly Rural/ Rural;no;0;dev_premium;74;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
218528;M;z_SUV;5;Commercial;Highly Urban/ Urban;no;1;dev_express;21;Oui;Non;[0 – 70k€] ;[0 – 300€] 
954277;F;Minivan;1;Private;z_Highly Rural/ Rural;no;0;dev_premium;56;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
735014;M;z_SUV;1;Commercial;Highly Urban/ Urban;no;3;dev_integral;27;Oui;Non;[0 – 70k€] ;[0 – 300€] 
769212;M;Minivan;0;Private;Highly Urban/ Urban;yes;1;dev_integral;65;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
770743;F;Minivan;8;Private;z_Highly Rural/ Rural;yes;4;dev_integral;42;Oui;Non;[0 – 70k€] ;[0 – 300€] 
470267;F;z_SUV;9;Private;Highly Urban/ Urban;no;0;dev_express;64;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
374626;F;Minivan;7;Private;z_Highly Rural/ Rural;no;0;dev_express;70;Non;Non;[0 – 70k€] ;[0 – 300€] 
155581;M;Sports Car;13;Private;Highly Urban/ Urban;no;0;dev_premium;11;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
62296;F;z_SUV;10;Private;Highly Urban/ Urban;no;0;dev_express;36;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
971957;M;Minivan;0;Private;Highly Urban/ Urban;yes;0;dev_integral;62;Non;Non;[0 – 70k€] ;[300€ – 600€] 
922357;M;Panel Truck;8;Commercial;z_Highly Rural/ Rural;no;2;dev_integral;87;Non;Non;[0 – 70k€] ;[300€ – 600€] 
938367;F;Minivan;1;Private;Highly Urban/ Urban;no;3;dev_integral;52;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
765814;F;z_SUV;0;Private;Highly Urban/ Urban;no;3;dev_express;52;Non;Non;[0 – 70k€] ;[0 – 300€] 
897117;M;z_SUV;6;Private;Highly Urban/ Urban;no;3;dev_express;46;Oui;Non;[0 – 70k€] ;[0 – 300€] 
690046;F;z_SUV;11;Private;Highly Urban/ Urban;no;0;dev_premium;70;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
851179;M;Minivan;21;Private;Highly Urban/ Urban;no;0;dev_integral;23;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
867042;M;Minivan;8;Private;Highly Urban/ Urban;yes;1;dev_integral;73;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
761578;F;Minivan;0;Private;Highly Urban/ Urban;no;0;dev_integral;58;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
838641;M;Minivan;18;Private;Highly Urban/ Urban;no;1;dev_express;14;Oui;Non;[140k€ – 210k€] ;[0 – 300€] 
711210;M;Van;7;Commercial;Highly Urban/ Urban;yes;2;dev_express;79;Non;Non;[0 – 70k€] ;[0 – 300€] 
162350;M;Van;16;Commercial;Highly Urban/ Urban;no;3;dev_integral;70;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
640994;M;Sports Car;14;Private;Highly Urban/ Urban;no;0;dev_premium;76;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
200048;M;z_SUV;11;Commercial;Highly Urban/ Urban;no;0;dev_integral;13;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
117649;F;z_SUV;4;Commercial;Highly Urban/ Urban;no;3;dev_express;68;Oui;Non;[0 – 70k€] ;[0 – 300€] 
263619;M;Minivan;19;Private;Highly Urban/ Urban;no;4;dev_express;15;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
177900;F;Pickup;14;Private;Highly Urban/ Urban;no;0;dev_integral;91;Non;Non;[0 – 70k€] ;[0 – 300€] 
527196;M;z_SUV;5;Private;z_Highly Rural/ Rural;no;0;dev_express;42;Non;Non;[0 – 70k€] ;[0 – 300€] 
427522;M;Minivan;16;Private;Highly Urban/ Urban;yes;0;dev_express;75;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
12443;F;z_SUV;12;Private;Highly Urban/ Urban;no;0;dev_integral;44;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
315257;F;Sports Car;15;Private;Highly Urban/ Urban;no;1;dev_integral;40;Non;Non;[0 – 70k€] ;[300€ – 600€] 
806981;F;Minivan;11;Commercial;Highly Urban/ Urban;no;2;dev_express;45;Non;Non;[0 – 70k€] ;[0 – 300€] 
987582;M;Panel Truck;7;Commercial;Highly Urban/ Urban;yes;1;dev_express;50;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
738334;F;Van;3;Private;Highly Urban/ Urban;yes;0;dev_express;74;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
552910;M;Pickup;8;Commercial;Highly Urban/ Urban;yes;3;dev_express;80;Non;Non;[0 – 70k€] ;[0 – 300€] 
466360;F;Pickup;8;Commercial;Highly Urban/ Urban;no;1;dev_premium;40;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
664393;M;z_SUV;16;Private;z_Highly Rural/ Rural;no;0;dev_premium;93;Non;Non;[0 – 70k€] ;[300€ – 600€] 
727499;M;z_SUV;10;Private;Highly Urban/ Urban;no;2;dev_express;80;Non;Non;[0 – 70k€] ;[0 – 300€] 
747614;M;Minivan;9;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;73;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
